shop_id,sale_amt_3m
336,252501.56
337,227681.62
338,57578.19
339,52407.68
340,49093.13
341,108374.94
342,25390.69
343,42589.27
344,127641.25
345,14214.66
346,53126.0
347,51817.13
348,91481.15
349,123372.11
350,171723.94
351,139640.61
352,201205.76
353,224990.2
354,40438.27
355,74590.43
356,88304.46
357,247265.06
358,49245.52
359,19329.75
360,20696.79
361,39654.94
362,26592.45
363,406127.48
364,90045.56
365,32581.29
366,21695.37
367,29927.56
368,187099.76
369,16204.83
370,51015.12
371,276385.31
372,119246.75
373,120480.34
374,17480.52
375,65265.33
376,15004.3
377,41873.45
378,42865.42
379,70453.15
380,173265.58
381,11550.16
382,78376.46
383,188416.49
384,157068.6
385,248011.56
386,404578.47
387,166654.8
388,23528.99
389,331600.45
390,9102.85
391,56449.08
392,125916.42
393,82351.04
394,52335.41
395,74394.61
396,61353.07
397,120490.16
398,76849.35
399,68033.11
400,79401.55
401,10750.77
402,286589.45
403,184190.51
404,15193.45
405,112109.59
406,246130.86
407,524992.91
408,64050.35
409,35878.17
410,29878.93
411,51595.69
412,45054.99
413,157125.18
414,20772.77
415,43634.39
416,316955.29
417,73771.84
418,256198.26
419,825691.94
420,270852.19
421,19566.45
422,228376.54
423,71053.29
424,25545.47
425,59425.83
426,35587.52
427,141412.87
428,436674.27
429,327481.71
430,52180.22
431,228995.02
432,89011.34
433,71531.11
434,484306.44
435,10493.93
436,21958.02
437,91567.79
438,20476.59
439,32089.19
440,17845.59
441,54641.89
442,69674.99
443,37942.73
444,113414.32
445,41084.99
446,77038.33
447,13847.14
448,34693.42
449,144882.29
450,99744.0
451,35163.39
452,318759.45
453,131383.87
454,105430.06
455,107157.69
456,184662.94
457,16349.78
458,28607.41
459,129783.58
460,109993.86
461,91333.3
462,332176.89
463,276571.52
464,95481.25
465,37295.18
466,82332.29
467,237862.68
468,10763.85
469,39303.91
470,79350.95
471,449137.97
472,133451.01
473,238352.84
474,62110.18
475,46895.67
476,25749.15
477,44579.36
478,513173.41
479,56400.35
480,127908.25
481,116123.69
482,61449.83
483,135292.29
484,101382.15
485,86010.02
486,202134.37
487,151606.05
488,65716.3
489,270809.75
490,12021.78
491,127294.4
492,17894.32
493,168875.63
494,133148.69
495,83128.64
496,57892.85
497,66657.79
498,52573.7
499,295728.31
500,17219.68
501,32643.96
502,21357.96
503,377371.51
504,30737.1
505,30307.3
506,119780.85
507,340491.78
508,320147.1
509,54307.38
510,115803.55
511,68696.23
512,41809.77
513,27491.09
514,27059.12
515,192155.18
516,33733.83
517,364416.4
518,62562.8
519,76391.71
520,112740.51
521,184665.99
522,169396.81
523,326863.68
524,16756.57
525,51414.47
526,32260.65
527,91556.31
528,133741.68
529,237514.16
530,39406.32
531,12120.07
532,43277.58
533,30483.53
534,67074.34
535,246584.64
536,67757.24
537,47808.52
538,97641.12
539,65050.58
540,103775.41
541,145732.36
542,47188.8
543,278262.04
544,373452.93
545,94595.0
546,65645.27
547,33033.5
548,12861.53
549,78283.54
550,142621.73
551,95939.18
552,42056.81
553,28289.79
554,160691.21
555,313217.09
556,198838.81
557,128173.88
558,30963.2
559,148136.72
560,545695.87
561,69264.6
562,128218.41
563,51596.68
564,32378.11
565,200470.73
566,21318.73
567,158512.37
568,31875.1
569,77830.21
570,287768.99
571,82954.58
572,207378.36
573,30368.44
574,151666.85
575,9838.78
576,147236.59
577,17673.79
578,100548.24
579,492882.76
580,141433.27
581,138365.17
582,61978.44
583,174313.47
584,34923.86
585,21870.47
586,207307.33
587,61718.68
588,222669.72
589,66952.26
590,197635.66
591,316591.11
592,103995.05
593,26556.11
594,191209.06
595,126273.85
596,378312.15
597,109213.58
598,145809.1
599,15776.57
600,131892.5
601,48849.51
602,62372.27
603,199070.65
604,84619.94
605,562525.06
606,75600.51
607,27795.05
608,41143.06
609,27825.61
610,13115.34
611,61116.56
612,131848.64
613,86889.63
614,307500.82
615,246133.4
616,41030.15
617,23746.21
618,54818.94
619,321125.86
620,53998.47
621,34638.33
622,47055.83
623,79188.46
624,463812.18
625,369208.47
626,14397.23
627,111466.04
628,282832.67
629,117801.86
630,186738.15
631,202057.56
632,177277.66
633,153870.5
634,185761.46
635,22614.89
636,113685.89
637,133074.6
638,146060.0
639,34037.53
640,46090.09
641,129131.71
642,29959.05
643,56642.29
644,32540.49
645,146618.4
646,51121.67
647,327150.95
648,33820.55
649,120671.23
650,61627.11
651,129871.76
652,110005.26
653,54944.77
654,464463.53
655,52844.61
656,33221.12
657,128338.17
658,41570.33
659,22139.73
660,407412.41
661,27456.4
662,107461.73
663,174061.8
664,516106.38
665,315167.99
666,111155.07
667,53099.01
668,207941.33
669,111801.85
670,39682.8
671,297299.65
672,19322.4
673,53064.98
674,14460.0
675,48525.28
676,38679.48
677,41709.5
678,163668.07
679,87103.75
680,194995.23
681,354995.46
682,169677.63
683,45637.33
684,30002.0
685,98193.93
686,467791.8
687,134572.06
688,186628.79
689,60041.99
690,86529.37
691,41750.38
692,393977.34
693,112133.33
694,37226.3
695,171278.34
696,44988.95
697,51612.26
698,214015.57
699,69094.62
700,69123.45
701,70049.51
702,162705.79
703,341440.8
704,177298.72
705,106754.35
706,21904.5
707,467256.5
708,45509.22
709,113731.85
710,367088.94
711,14396.4
712,56011.99
713,204556.28
714,106892.9
715,131423.93
716,105206.46
717,279746.28
718,71707.43
719,782561.18
720,57900.49
721,87282.24
722,268322.13
723,161753.42
724,162496.43
725,174669.17
726,482792.51
727,17222.82
728,263693.64
729,59915.62
730,452734.24
731,30535.56
732,12745.98
733,85899.51
734,579307.8
735,37688.58
736,368953.82
737,189917.67
738,169227.98
739,211539.89
740,18589.03
741,262339.24
742,109313.97
743,107340.99
744,96319.59
745,66535.81
746,47749.68
747,49553.18
748,233465.16
749,96359.24
750,38272.29
751,209939.32
752,166882.6
753,72192.62
754,33996.56
755,281230.15
756,65241.29
757,64881.59
758,24624.53
759,56678.74
760,56487.9
761,54267.74
762,47910.19
763,47075.48
764,68312.28
765,195631.62
766,54687.32
767,10744.85
768,28774.46
769,25573.23
770,28814.36
771,184612.06
772,238589.08
773,41244.9
774,280631.01
775,46075.42
776,51976.54
777,81978.86
778,44585.81
779,403261.15
780,26331.45
781,107866.61
782,623536.9
783,113282.24
784,20412.99
785,83992.82
786,171506.21
787,176842.79
788,410438.21
789,284632.26
790,69440.04
791,83121.16
792,33931.39
793,133527.7
794,24724.14
795,177184.16
796,20565.39
797,100539.4
798,259474.66
799,70609.26
800,42762.16
801,284469.14
802,186779.53
803,177232.31
804,40606.71
805,14652.45
806,143572.0
807,433126.29
808,499568.28
809,176077.74
810,34583.57
811,28778.43
812,35786.99
813,103947.21
814,65873.98
815,18610.42
816,75002.52
817,130045.15
818,34302.86
819,204709.28
820,507718.11
821,58029.41
822,50159.43
823,237313.26
824,77021.98
825,35016.37
826,167515.28
827,65544.01
828,55883.06
829,214329.6
830,61287.94
831,95842.19
832,161165.01
833,56292.98
834,617037.71
835,131937.18
836,33875.73
837,75140.45
838,307586.55
839,232272.17
840,124282.23
841,50982.09
842,154602.05
843,86442.75
844,10857.1
845,24635.44
846,105174.66
847,35551.18
848,111771.56
849,203837.2
850,78863.86
851,293137.49
852,131154.26
853,225906.19
854,37141.06
855,153691.44
856,42760.86
857,50669.46
858,94377.77
859,61865.7
860,86557.63
861,132959.17
862,96685.33
863,54588.04
864,51934.99
865,387869.98
866,113232.44
867,15673.33
868,46632.69
869,26134.88
870,182827.67
871,170907.15
872,134236.18
873,182548.43
874,184880.0
875,34025.91
876,25588.59
877,360036.49
878,45088.9
879,14234.43
880,169822.38
881,158265.44
882,316458.34
883,187980.58
884,67023.79
885,739984.86
886,166469.54
887,311980.63
888,47923.57
889,268475.8
890,29754.67
891,67658.12
892,442873.06
893,152366.21
894,72785.4
895,14031.33
896,16104.06
897,130835.78
898,66438.19
899,260070.01
900,26883.61
901,507752.67
902,506479.54
903,92618.49
904,10332.7
905,76376.08
906,191530.76
907,35592.39
908,122422.26
909,63153.36
910,50617.01
911,24448.27
912,643156.46
913,254923.64
914,51489.06
915,156501.19
916,22778.19
917,210911.79
918,24124.7
919,79776.12
920,54679.06
921,17084.88
922,11248.68
923,20081.45
924,84427.08
925,63366.46
926,115962.79
927,124465.88
928,251632.26
929,49718.79
930,26318.24
931,35538.79
932,81932.28
933,16061.53
934,32131.33
935,39925.85
936,39330.34
937,52529.93
938,255334.97
939,141476.45
940,447903.18
941,13544.01
942,248414.65
943,55773.45
944,53304.01
945,383963.36
946,167634.22
947,15726.48
948,83138.84
949,367864.66
950,12990.29
951,67469.14
952,51172.06
953,73633.08
954,108768.72
955,15345.83
956,467605.13
957,187783.4
958,43856.9
959,145687.76
960,64429.13
961,34730.59
962,103106.71
963,86366.01
964,80057.36
965,17186.97
966,41373.42
967,233167.98
968,49660.72
969,198800.81
970,29171.06
971,62029.25
972,24476.36
973,86683.17
974,76669.29
975,95726.56
976,41815.55
977,158339.06
978,342775.22
979,44023.1
980,185835.62
981,140126.61
982,125146.28
983,48247.35
984,20944.57
985,95493.64
986,59395.76
987,211049.55
988,466652.31
989,126449.04
990,29452.74
991,235043.76
992,166780.35
993,24602.81
994,84740.94
995,410661.47
996,95158.76
997,81171.24
998,133672.26
999,39951.38
1000,129406.16
1001,102282.84
1002,66164.71
1003,131350.42
1004,101529.85
1005,28380.9
1006,149568.1
1007,96488.34
1008,75473.31
1009,197545.2
1010,141123.62
1011,262708.97
1012,26715.04
1013,77732.3
1014,112606.6
1015,38938.09
1016,49106.34
1017,201457.22
1018,36036.2
1019,68577.41
1020,83663.11
1021,35660.62
1022,20786.82
1023,108550.17
1024,583216.07
1025,62492.18
1026,47883.93
1027,76909.12
1028,31298.42
1029,26677.53
1030,117777.58
1031,35737.43
1032,203416.75
1033,111907.85
1034,417003.98
1035,221956.63
1036,140046.79
1037,65517.91
1038,226497.89
1039,14705.14
1040,138574.97
1041,239479.6
1042,276948.57
1043,295996.75
1044,223974.69
1045,78985.35
1046,240514.89
1047,31311.73
1048,180927.14
1049,394763.66
1050,487697.65
1051,11743.6
1052,45857.03
1053,161179.38
1054,31759.63
1055,101324.3
1056,11681.4
1057,348804.11
1058,44751.24
1059,119955.13
1060,317151.11
1061,49620.09
1062,27891.68
1063,330285.04
1064,167071.99
1065,128649.22
1066,257824.83
1067,131654.33
1068,31815.92
1069,30563.65
1070,434745.82
1071,43577.07
1072,45975.97
1073,106842.26
1074,19815.57
1075,267307.19
1076,116477.38
1077,282997.04
1078,44492.89
1079,66161.57
1080,247345.09
1081,112139.11
1082,187211.84
1083,325282.47
1084,108595.49
1085,225363.08
1086,70547.76
1087,296289.13
1088,66956.06
1089,153867.07
1090,42457.9
1091,39518.65
1092,78037.08
1093,42787.62
1094,66288.69
1095,52987.92
1096,273812.32
1097,51367.31
1098,194737.61
1099,59592.67
1100,145226.72
1101,34913.13
1102,13485.37
1103,46251.84
1104,40990.51
1105,43740.11
1106,15617.49
1107,342817.17
1108,132760.74
1109,237784.1
1110,66798.96
1111,77918.14
1112,74358.31
1113,72658.45
1114,103096.8
1115,70486.19
1116,22140.56
1117,58601.24
1118,150357.66
1119,51460.68
1120,38448.5
1121,37367.87
1122,32949.83
1123,82347.09
1124,328242.63
1125,30969.27
1126,13763.72
1127,69470.85
1128,15788.96
1129,54426.07
1130,126708.47
1131,83898.88
1132,243064.54
1133,116051.66
1134,42682.64
1135,29384.18
1136,73467.25
1137,72459.34
1138,127003.97
1139,346719.56
1140,26371.58
1141,41601.71
1142,35755.6
1143,10040.31
1144,67912.52
1145,385773.14
1146,43069.11
1147,377084.24
1148,495942.66
1149,43511.32
1150,57135.29
1151,89963.1
1152,82079.3
1153,213809.58
1154,74171.6
1155,215912.95
1156,23528.16
1157,102114.5
1158,40422.74
1159,36549.34
1160,85431.36
1161,56118.7
1162,112038.41
1163,19655.59
1164,27889.12
1165,276441.43
1166,137755.68
1167,83274.4
1168,20920.29
1169,115621.34
1170,16109.27
1171,155618.22
1172,68561.72
1173,55305.4
1174,410833.76
1175,37940.25
1176,45230.13
1177,104761.4
1178,130500.57
1179,16534.63
1180,181620.61
1181,92242.35
1182,134172.1
1183,115110.12
1184,130829.57
1185,28284.42
1186,40455.29
1187,193652.16
1188,213722.52
1189,49009.7
1190,174789.47
1191,69274.52
1192,211557.16
1193,438423.56
1194,72545.88
1195,73825.53
1196,281195.63
1197,384233.1
1198,70496.5
1199,352068.7
1200,356397.2
1201,140264.05
1202,17509.36
1203,152449.69
1204,67099.03
1205,30847.28
1206,75730.15
1207,46714.06
1208,214215.62
1209,73753.67
1210,21331.12
1211,72536.21
1212,48040.94
1213,46156.86
1214,267133.53
1215,398013.53
1216,116059.92
1217,45844.69
1218,138679.53
1219,218878.54
1220,45029.47
1221,266954.51
1222,12445.08
1223,101202.97
1224,19203.46
1225,82611.22
1226,61386.64
1227,60441.08
1228,18911.07
1229,297453.73
1230,165300.32
1231,30034.21
1232,300208.13
1233,43839.47
1234,115332.01
1235,146149.26
1236,18014.08
1237,53853.44
1238,12865.9
1239,91362.87
1240,96167.37
1241,104785.63
1242,122971.89
1243,28592.75
1244,83163.45
1245,46764.68
1246,130517.61
1247,129284.29
1248,57124.71
1249,17677.09
1250,75701.14
1251,73006.18
1252,34731.45
1253,310425.36
1254,45054.21
1255,543191.35
1256,62779.2
1257,51777.48
1258,170169.08
1259,24897.1
1260,55105.25
1261,69335.8
1262,146905.22
1263,97506.86
1264,68300.88
1265,86840.67
1266,162027.3
1267,237905.66
1268,295625.89
1269,30585.95
1270,53335.23
1271,174945.41
1272,91842.92
1273,192395.6
1274,53989.72
1275,38382.14
1276,324556.63
1277,210450.09
1278,358871.78
1279,25605.44
1280,457905.14
1281,49945.05
1282,257774.84
1283,268913.67
1284,140653.57
1285,327964.88
1286,58459.46
1287,112725.54
1288,176001.29
1289,128989.26
1290,50979.61
1291,120049.29
1292,11151.22
1293,197103.81
1294,242697.53
1295,72716.27
1296,24583.73
1297,285639.56
1298,51292.65
1299,24343.38
1300,247065.67
1301,105400.97
1302,36761.28
1303,25566.62
1304,160960.34
1305,46614.27
1306,48100.33
1307,33263.76
1308,206824.06
1309,17862.27
1310,151566.42
1311,64682.21
1312,344358.7
1313,63677.02
1314,63595.52
1315,58295.85
1316,65787.33
1317,53807.51
1318,51017.11
1319,10193.11
1320,50370.2
1321,34407.48
1322,213460.78
1323,275163.68
1324,183339.76
1325,47219.86
1326,266433.1
1327,128129.19
1328,62012.06
1329,120406.76
1330,52662.08
1331,408762.43
1332,36342.03
1333,23053.24
1334,83847.67
1335,27713.28
1336,19820.45
1337,50101.37
1338,38876.89
1339,94616.04
1340,166883.43
1341,273696.12
1342,117722.57
1343,85612.9
1344,215908.0
1345,110700.22
1346,271698.8
1347,89206.55
1348,159397.79
1349,59460.1
1350,325461.44
1351,106123.68
1352,43996.16
1353,103418.32
1354,51119.19
1355,41831.04
1356,12399.32
1357,56654.84
1358,30759.4
1359,347661.9
1360,15545.06
1361,56063.92
1362,191620.87
1363,31948.77
1364,55552.18
1365,152155.82
1366,61508.89
1367,10053.53
1368,17745.65
1369,32465.82
1370,27780.18
1371,274888.18
1372,38163.81
1373,26145.13
1374,54332.16
1375,178674.05
1376,37751.94
1377,110585.0
1378,37192.76
1379,18108.32
1380,54918.84
1381,377959.67
1382,53658.59
1383,48406.51
1384,25084.26
1385,70036.05
1386,48608.79
1387,570956.25
1388,12709.8
1389,134306.1
1390,24257.89
1391,74801.81
1392,80979.13
1393,37344.41
1394,77859.84
1395,214902.15
1396,75982.64
1397,36783.92
1398,289527.04
1399,355621.54
1400,46742.46
1401,162937.67
1402,137053.23
1403,202987.66
1404,34455.56
1405,83589.1
1406,54799.69
1407,74498.49
1408,218019.12
1409,171961.05
1410,47808.32
1411,268092.16
1412,24201.97
1413,158099.89
1414,287790.14
1415,226169.44
1416,149161.11
1417,54789.57
1418,16206.07
1419,137367.75
1420,154458.94
1421,127393.85
1422,192950.61
1423,13836.57
1424,91634.53
1425,61876.0
1426,32897.47
1427,98262.24
1428,218521.32
1429,114080.93
1430,144624.26
1431,176795.71
1432,39616.03
1433,11375.06
1434,147927.59
1435,108133.56
1436,251533.92
1437,151681.72
1438,33095.2
1439,34645.52
1440,215288.53
1441,54536.19
1442,20050.39
1443,230114.26
1444,25229.13
1445,212759.25
1446,46762.28
1447,71272.5
1448,146645.05
1449,252334.94
1450,38155.83
1451,100609.11
1452,157156.31
1453,39964.92
1454,15035.69
1455,430230.0
1456,19959.21
1457,17409.98
1458,247552.49
1459,51041.55
1460,79509.26
1461,174825.65
1462,87133.32
1463,58425.92
1464,285706.91
1465,26587.91
1466,25256.88
1467,163689.68
1468,22227.28
1469,262393.58
1470,135319.71
1471,18750.67
1472,78935.71
1473,50962.51
1474,48791.65
1475,336963.68
1476,10102.71
1477,64861.11
1478,214991.82
1479,96422.59
1480,39411.94
1481,156923.8
1482,69927.85
1483,567770.7
1484,35052.14
1485,107016.79
1486,63096.97
1487,33271.13
1488,25387.87
1489,76989.76
1490,46449.74
1491,193584.53
1492,130341.52
1493,131620.05
1494,111649.32
1495,369863.24
1496,24068.34
1497,160545.87
1498,236222.37
1499,121783.79
1500,143317.19
1501,243148.83
1502,173148.09
1503,42628.37
1504,100403.45
1505,253656.58
1506,248233.41
1507,226466.43
1508,37959.25
1509,245844.63
1510,63978.49
1511,127386.25
1512,51243.09
1513,38525.86
1514,304966.62
1515,577014.79
1516,76803.1
1517,125270.23
1518,170881.88
1519,346228.06
1520,79846.93
1521,93131.41
1522,277982.77
1523,236211.46
1524,83514.56
1525,146588.88
1526,83995.27
1527,259451.88
1528,87642.27
1529,154740.23
1530,107618.66
1531,144673.56
1532,33966.58
1533,64111.47
1534,41063.19
1535,222297.59
1536,31979.83
1537,164704.1
1538,54296.08
1539,157826.6
1540,511974.79
1541,26533.32
1542,91221.7
1543,90217.44
1544,63591.94
1545,33491.63
1546,28746.92
1547,165615.5
1548,108255.06
1549,49873.8
1550,433799.31
1551,50944.59
1552,128347.08
1553,185382.92
1554,348700.16
1555,803403.34
1556,228298.32
1557,203338.65
1558,83481.77
1559,67228.29
1560,481560.21
1561,240928.99
1562,154943.93
1563,124993.12
1564,156713.56
1565,29977.88
1566,268300.82
1567,92230.6
1568,60461.92
1569,170527.54
1570,184761.57
1571,218032.93
1572,61792.19
1573,86465.95
1574,54750.74
1575,208989.3
1576,10736.59
1577,11138.01
1578,133224.92
1579,57079.78
1580,412328.33
1581,143243.18
1582,119537.2
1583,323047.61
1584,44642.71
1585,80127.97
1586,114355.0
1587,51645.33
1588,247110.46
1589,173010.36
1590,160735.11
1591,74390.35
1592,26051.45
1593,312913.52
1594,15412.41
1595,462785.27
1596,44425.65
1597,68039.8
1598,211623.97
1599,17493.4
1600,78568.16
1601,23055.71
1602,18957.16
1603,70108.81
1604,122144.74
1605,58384.69
1606,173480.83
1607,51139.58
1608,192353.85
1609,249950.73
1610,58489.7
1611,14665.66
1612,184215.52
1613,476022.77
1614,48739.42
1615,41601.71
1616,33640.33
1617,33061.34
1618,12440.37
1619,80628.1
1620,68622.01
1621,37308.4
1622,16753.26
1623,218593.57
1624,173121.54
1625,194432.6
1626,54780.98
1627,67023.79
1628,48839.56
1629,66934.67
1630,250058.11
1631,74583.76
1632,145715.85
1633,283542.17
1634,113495.96
1635,10395.47
1636,343325.63
1637,48763.19
1638,382397.21
1639,276754.18
1640,39150.01
1641,19816.32
1642,403184.01
1643,11955.04
1644,283892.37
1645,99251.73
1646,50192.47
1647,227616.69
1648,62422.56
1649,182694.85
1650,50591.41
1651,117167.53
1652,85426.9
1653,70720.43
1654,131644.13
1655,106153.83
1656,106250.28
1657,107081.79
1658,193102.55
1659,424266.39
1660,70308.49
1661,290127.06
1662,339856.59
1663,102704.97
1664,615553.29
1665,61024.88
1666,606247.83
1667,20019.5
1668,595091.24
1669,72679.93
1670,35862.56
1671,148599.75
1672,114979.99
1673,19120.04
1674,48943.63
1675,240749.43
1676,67083.13
1677,76554.82
1678,54857.22
1679,218177.52
1680,56953.74
1681,36266.04
1682,290455.12
1683,82382.43
1684,36534.15
1685,44089.24
1686,189110.36
1687,68778.94
1688,61792.19
1689,32923.4
1690,459197.32
1691,25726.03
1692,200361.5
1693,36756.85
1694,210421.09
1695,234570.46
1696,147972.44
1697,353569.13
1698,135905.15
1699,355064.11
1700,99210.69
1701,37166.91
1702,64906.86
1703,119208.22
1704,59479.51
1705,29894.71
1706,35855.05
1707,34305.22
1708,74904.23
1709,43889.61
1710,513514.53
1711,97920.13
1712,22200.02
1713,181206.32
1714,13890.25
1715,177960.31
1716,39535.54
1717,66875.12
1718,30646.24
1719,131802.93
1720,161456.57
1721,62172.54
1722,15306.54
1723,84067.19
1724,57828.92
1725,16830.03
1726,118710.21
1727,115541.39
1728,32900.94
1729,45121.74
1730,221056.18
1731,34675.25
1732,13702.6
1733,23510.82
1734,106894.34
1735,113391.01
1736,41988.26
1737,193310.71
1738,56088.97
1739,395949.14
1740,137035.55
1741,45797.38
1742,40864.96
1743,28216.2
1744,137282.35
1745,187065.15
1746,66657.48
1747,572913.1
1748,63148.41
1749,237843.47
1750,14660.71
1751,133468.58
1752,12433.1
1753,130019.39
1754,173416.73
1755,14248.83
1756,199326.62
1757,32625.95
1758,33851.86
1759,27392.47
1760,70238.28
1761,22933.97
1762,189991.39
1763,43524.87
1764,299988.85
1765,125815.28
1766,73163.94
1767,304894.1
1768,83761.19
1769,29493.21
1770,16801.58
1771,518361.93
1772,54650.98
1773,255502.64
1774,12704.84
1775,583370.93
1776,26148.92
1777,37771.68
1778,13550.46
1779,255265.59
1780,301185.64
1781,144874.61
1782,15493.02
1783,97374.34
1784,64460.68
1785,49564.75
1786,284224.52
1787,18581.51
1788,42095.63
1789,69065.45
1790,91432.09
1791,204060.5
1792,24045.21
1793,97958.26
1794,196903.26
1795,15077.32
1796,90627.94
1797,92627.45
1798,406156.71
1799,86309.02
1800,47911.93
1801,106499.18
1802,207555.94
1803,152751.33
1804,75071.9
1805,72438.75
1806,50085.45
1807,50102.44
1808,117132.01
1809,58850.96
1810,22093.89
1811,545986.89
1812,306209.19
1813,40438.77
1814,431047.78
1815,111300.85
1816,21067.64
1817,44617.52
1818,119247.78
1819,463644.18
1820,277949.62
1821,24017.37
1822,30370.37
1823,30848.6
1824,59069.43
1825,72163.71
1826,52104.56
1827,136740.19
1828,451415.13
1829,70567.73
1830,126366.85
1831,163541.78
1832,294392.35
1833,57115.3
1834,25012.4
1835,104354.98
1836,60128.55
1837,123738.09
1838,54822.45
1839,82901.27
1840,58616.14
1841,9481.97
1842,48574.76
1843,166781.83
1844,72085.66
1845,180076.71
1846,88234.07
1847,24173.23
1848,50613.84
1849,16040.55
1850,54118.24
1851,133669.87
1852,300281.79
1853,373583.68
1854,363062.99
1855,99580.47
1856,219742.91
1857,151515.54
1858,161925.22
1859,36669.77
1860,30509.13
1861,64760.67
1862,173795.02
1863,79044.66
1864,253918.97
1865,45087.9
1866,79611.2
1867,24929.97
1868,43180.94
1869,12245.53
1870,17284.27
1871,8582.5
